,Process_ID,Process_Name,Department,Task_Name,Duration_Hours,Cost_USD,Responsible,Status,Start_Date,End_Date,Error_Rate
6030,196,Employee Recruitment,HR,Receive Invoice,12,1188,Jane White,In Progress,2023-04-24,,7.668074334255492
6031,640,Software Development,IT,Initial Contact,12,1104,Jane Black,Pending,2023-04-28,,7.351412926532305
6032,954,Employee Recruitment,HR,Requirements Gathering,13,1157,Charlie Black,Pending,2023-02-12,,0.9694518148240006
6033,851,Employee Recruitment,Finance,Testing,10,850,Alice Doe,In Progress,2023-03-25,,4.210580498975245
6034,361,Software Development,Finance,Review Documents,3,33,John Green,Completed,2023-01-13,2023-01-13 03:00:00,5.856381018991041
6035,572,Employee Recruitment,IT,Market Research,1,31,Bob Brown,In Progress,2023-04-07,,0.2371577231634314
6036,444,Software Development,Marketing,Initial Contact,15,1215,Charlie Smith,Completed,2023-01-31,2023-01-31 15:00:00,6.638368051017043
6037,920,Product Launch,IT,Screen Candidates,9,855,Jane Green,Pending,2023-07-17,,6.373203863243679
6038,827,Software Development,IT,Job Posting,20,1120,Alex Brown,In Progress,2023-06-28,,7.450410920276225
6039,512,Employee Recruitment,Sales,Review Documents,2,184,John Brown,In Progress,2023-12-27,,0.5129334930183205
6040,282,Customer Onboarding,Sales,Testing,12,828,Bob Black,Completed,2023-12-14,2023-12-14 12:00:00,9.49635791381382
6041,421,Software Development,Marketing,Product Design,14,210,Alice Doe,Completed,2023-06-18,2023-06-18 14:00:00,2.0310778695550367
6042,624,Customer Onboarding,IT,Market Research,4,284,Alice Black,In Progress,2023-09-27,,3.0060785416660885
6043,622,Product Launch,HR,Collect Documents,14,994,Bob Green,Pending,2023-04-16,,4.1298943208422365
6044,187,Invoice Processing,Marketing,Initial Contact,17,289,Charlie White,Pending,2023-11-28,,4.051209510270141
6045,603,Employee Recruitment,HR,Initial Contact,7,231,Alice Smith,Pending,2023-10-31,,7.22263074986511
6046,543,Invoice Processing,Sales,Product Design,11,1045,Alex White,Completed,2023-12-29,2023-12-29 11:00:00,1.9038303546133264
6047,699,Product Launch,Sales,Conduct Interviews,17,782,Bob Smith,Completed,2023-02-20,2023-02-20 17:00:00,5.631879560758187
6048,682,Software Development,HR,Receive Invoice,10,500,Bob Smith,Completed,2023-04-23,2023-04-23 10:00:00,3.4698534503797465
6049,96,Customer Onboarding,Marketing,Requirements Gathering,1,99,Alice Green,Completed,2023-09-30,2023-09-30 01:00:00,4.5010409408630085
6050,70,Product Launch,HR,Coding,10,820,John Doe,Pending,2023-05-05,,2.597468088672348
6051,197,Product Launch,Marketing,Receive Invoice,14,1274,Bob White,Pending,2023-05-27,,4.1792517534992255
6052,670,Invoice Processing,Marketing,Market Research,10,180,Alex Smith,Completed,2023-02-11,2023-02-11 10:00:00,2.332271710762839
6053,926,Product Launch,Marketing,Approve Invoice,18,378,Alex Brown,Pending,2023-05-28,,0.480329396801139
6054,673,Software Development,Finance,Conduct Interviews,7,252,Jane Brown,In Progress,2023-03-28,,1.721571540812512
6055,129,Software Development,Sales,Receive Invoice,18,558,John Black,Completed,2023-03-09,2023-03-09 18:00:00,0.1941261349979173
6056,547,Invoice Processing,IT,Initial Contact,6,96,Bob Brown,Completed,2023-09-15,2023-09-15 06:00:00,1.1531666651184158
6057,851,Employee Recruitment,HR,Initial Contact,15,330,John Green,In Progress,2023-10-02,,9.76830906842669
6058,21,Software Development,Sales,Review Documents,2,102,Alex Smith,Completed,2023-08-08,2023-08-08 02:00:00,9.214705637537191
6059,55,Software Development,Finance,Review Documents,8,632,Alice Brown,In Progress,2023-03-07,,8.059521290074864
6060,387,Customer Onboarding,Sales,Product Design,7,301,Jane Smith,Pending,2023-12-25,,7.103011532255133
6061,16,Software Development,Marketing,Requirements Gathering,5,55,Jane Black,Pending,2023-06-11,,9.154392517891818
6062,951,Product Launch,Finance,Collect Documents,8,384,John White,Completed,2023-07-31,2023-07-31 08:00:00,2.334268595402857
6063,403,Software Development,Sales,Market Research,1,53,Charlie Smith,In Progress,2023-07-25,,8.890567894414536
6064,417,Employee Recruitment,HR,Collect Documents,12,372,John Green,Completed,2023-01-07,2023-01-07 12:00:00,1.12249372510412
6065,741,Invoice Processing,HR,Screen Candidates,8,688,Bob Brown,Completed,2023-12-14,2023-12-14 08:00:00,5.8760919827993074
6066,156,Product Launch,Sales,Market Research,5,85,Bob Brown,Pending,2023-05-20,,5.710930797480353
6067,286,Software Development,IT,Receive Invoice,18,612,John Green,Completed,2023-08-26,2023-08-26 18:00:00,1.066791437498541
6068,338,Product Launch,IT,Receive Invoice,5,145,Charlie Smith,Completed,2023-07-02,2023-07-02 05:00:00,0.935676344151789
6069,295,Product Launch,Sales,Receive Invoice,15,1380,John Black,In Progress,2023-03-03,,6.736078990703657
6070,71,Software Development,Sales,Review Documents,18,378,Bob Black,Completed,2023-12-24,2023-12-24 18:00:00,2.8883155531907367
6071,772,Invoice Processing,Marketing,Verify Invoice,18,432,Alex Green,In Progress,2023-10-13,,3.6992668530559647
6072,775,Product Launch,Sales,Collect Documents,17,442,Bob Smith,Pending,2023-08-09,,3.141764993934549
6073,396,Software Development,IT,Collect Documents,3,33,Alice Doe,Completed,2023-10-26,2023-10-26 03:00:00,4.488146942519159
6074,980,Invoice Processing,Marketing,Conduct Interviews,7,371,Alex White,In Progress,2023-04-28,,4.764551504184421
6075,170,Software Development,Sales,Verify Invoice,20,220,Alex Brown,In Progress,2023-04-20,,9.055715927377124
6076,184,Invoice Processing,Finance,Coding,8,488,Alice White,Pending,2023-12-21,,6.426490917428371
6077,808,Software Development,HR,Market Research,7,98,Charlie Doe,In Progress,2023-03-14,,1.860376466605731
6078,837,Customer Onboarding,Sales,Requirements Gathering,13,1040,Alex Black,Completed,2023-05-12,2023-05-12 13:00:00,3.8488920826256954
6079,169,Customer Onboarding,Sales,Testing,17,1666,John Green,Completed,2023-12-27,2023-12-27 17:00:00,1.8745787800784897
6080,673,Product Launch,Finance,Coding,13,1209,Charlie Black,In Progress,2023-08-24,,2.69749563487909
6081,264,Employee Recruitment,HR,Receive Invoice,5,275,John Doe,Completed,2023-12-05,2023-12-05 05:00:00,3.993077537414761
6082,150,Customer Onboarding,Marketing,Receive Invoice,3,204,Alice Brown,Pending,2023-09-24,,5.0090357837297255
6083,742,Product Launch,Finance,Collect Documents,7,84,Alice Smith,In Progress,2023-02-11,,2.919759470024906
6084,637,Customer Onboarding,IT,Launch Campaign,14,322,John Smith,In Progress,2023-04-20,,8.08883015982632
6085,283,Employee Recruitment,Sales,Collect Documents,4,388,Alice Smith,In Progress,2023-04-07,,6.6539407489322135
6086,727,Invoice Processing,Marketing,Approve Invoice,2,82,Alex Smith,Pending,2023-12-16,,9.805537165874128
6087,32,Software Development,Finance,Verify Invoice,4,188,Alex White,Completed,2023-01-08,2023-01-08 04:00:00,7.706245627893017
6088,846,Product Launch,Sales,Initial Contact,17,1122,Bob Doe,Pending,2023-12-24,,2.001774065883397
6089,77,Employee Recruitment,Marketing,Launch Campaign,15,1305,Alice Smith,Pending,2023-02-03,,0.8400450655052505
6090,635,Product Launch,Marketing,Coding,14,1288,Alice White,In Progress,2023-05-16,,3.657467639081948
6091,289,Software Development,Finance,Market Research,3,237,Jane White,Completed,2023-12-30,2023-12-30 03:00:00,0.414208362696784
6092,778,Invoice Processing,IT,Approve Invoice,17,442,Alice Brown,In Progress,2023-12-10,,0.1090850525748576
6093,954,Employee Recruitment,IT,Coding,11,924,Alice Doe,Pending,2023-07-27,,2.435175406148136
6094,206,Software Development,Marketing,Review Documents,14,1008,Bob Black,In Progress,2023-03-09,,4.491328224433087
6095,340,Employee Recruitment,Finance,Collect Documents,1,43,Alice Black,Pending,2023-09-27,,7.179194397632754
6096,880,Product Launch,IT,Review Documents,6,354,Bob Smith,Completed,2023-06-01,2023-06-01 06:00:00,8.61169973260581
6097,195,Product Launch,Sales,Collect Documents,9,189,Alex Green,Completed,2023-04-10,2023-04-10 09:00:00,8.052303666775222
6098,112,Customer Onboarding,Marketing,Launch Campaign,8,296,Charlie White,Completed,2023-01-18,2023-01-18 08:00:00,7.279944412115427
6099,658,Employee Recruitment,IT,Product Design,5,120,Charlie Smith,In Progress,2023-01-01,,7.0120592729027065
6100,265,Product Launch,Sales,Launch Campaign,2,66,Jane Black,In Progress,2023-04-08,,9.529311059063945
6101,674,Software Development,IT,Job Posting,16,176,Charlie Brown,Completed,2023-09-03,2023-09-03 16:00:00,8.478507123168532
6102,949,Invoice Processing,HR,Screen Candidates,14,1050,John Green,Pending,2023-05-05,,6.294751664504079
6103,452,Invoice Processing,HR,Conduct Interviews,1,34,Jane Green,Completed,2023-08-26,2023-08-26 01:00:00,4.003019940394816
6104,529,Customer Onboarding,Sales,Review Documents,2,124,Charlie Brown,In Progress,2023-05-06,,1.8930217181163975
6105,391,Employee Recruitment,Sales,Review Documents,12,192,Jane Doe,Pending,2023-09-06,,8.072287748481694
6106,995,Invoice Processing,Marketing,Product Design,12,792,John Smith,Pending,2023-12-20,,4.161821337354136
6107,527,Software Development,IT,Job Posting,4,392,Bob White,Completed,2023-06-22,2023-06-22 04:00:00,3.765642569628747
6108,575,Product Launch,IT,Initial Contact,10,670,Charlie Smith,In Progress,2023-12-11,,0.6125782668827007
6109,273,Invoice Processing,HR,Conduct Interviews,13,884,Bob White,Completed,2023-06-29,2023-06-29 13:00:00,4.284780526442776
6110,739,Invoice Processing,Finance,Requirements Gathering,4,304,Jane Green,Completed,2023-09-05,2023-09-05 04:00:00,2.300965806864389
6111,654,Software Development,HR,Job Posting,4,372,Alex Black,In Progress,2023-06-21,,2.3533333527598064
6112,948,Employee Recruitment,IT,Launch Campaign,14,994,John Black,In Progress,2023-07-01,,3.5846431430047474
6113,155,Customer Onboarding,Finance,Market Research,14,952,Alice Doe,Completed,2023-06-05,2023-06-05 14:00:00,1.08264353810975
6114,321,Software Development,IT,Verify Invoice,1,63,Charlie Brown,In Progress,2023-03-01,,0.5804223550783161
6115,266,Product Launch,HR,Testing,10,520,Bob Doe,Pending,2023-02-17,,4.894200788641277
6116,282,Product Launch,HR,Testing,15,1125,John Green,Completed,2023-10-15,2023-10-15 15:00:00,9.96047311710779
6117,12,Invoice Processing,Sales,Product Design,2,158,Bob Brown,Completed,2023-03-22,2023-03-22 02:00:00,3.144743698627883
6118,79,Invoice Processing,Finance,Receive Invoice,14,252,Alex Black,Completed,2023-12-28,2023-12-28 14:00:00,9.762276150831743
6119,505,Product Launch,IT,Requirements Gathering,20,1000,Alex Brown,Pending,2023-07-18,,5.711113063794942
6120,640,Product Launch,Sales,Conduct Interviews,7,588,Bob Doe,In Progress,2023-10-10,,0.2638845884212459
6121,850,Customer Onboarding,Finance,Conduct Interviews,16,1184,Jane Smith,Completed,2023-11-25,2023-11-25 16:00:00,2.10311748366264
6122,897,Employee Recruitment,Marketing,Testing,5,470,Charlie Black,In Progress,2023-08-29,,2.7359283071027365
6123,997,Customer Onboarding,HR,Collect Documents,16,1296,Jane Green,Pending,2023-07-16,,7.203662310338216
6124,516,Invoice Processing,Marketing,Market Research,16,1248,Alex Green,In Progress,2023-04-21,,6.739512236777472
6125,806,Employee Recruitment,Sales,Verify Invoice,12,396,Charlie Green,In Progress,2023-02-02,,0.6087433881652349
6126,663,Software Development,HR,Review Documents,14,1204,Bob Black,In Progress,2023-01-10,,1.9435673192821368
6127,733,Product Launch,Finance,Market Research,3,126,Charlie White,Completed,2023-07-12,2023-07-12 03:00:00,9.527044506516628
6128,728,Employee Recruitment,Finance,Market Research,20,1260,Charlie Doe,Pending,2023-02-16,,5.797979417126616
6129,43,Customer Onboarding,HR,Receive Invoice,9,864,Bob Green,In Progress,2023-11-19,,6.343397500334426
6130,845,Software Development,IT,Receive Invoice,16,512,Jane Green,Completed,2023-09-01,2023-09-01 16:00:00,7.903160942646919
6131,164,Employee Recruitment,Finance,Job Posting,16,208,Alex Green,Pending,2023-01-27,,5.036484633390678
6132,499,Employee Recruitment,HR,Launch Campaign,9,405,Bob White,Pending,2023-08-26,,8.274106453776453
6133,960,Employee Recruitment,HR,Initial Contact,8,184,Alex Green,Pending,2023-11-10,,4.078408259840627
6134,533,Customer Onboarding,Sales,Launch Campaign,12,984,John Brown,Completed,2023-02-06,2023-02-06 12:00:00,9.369907881771022
6135,963,Customer Onboarding,IT,Review Documents,7,140,John Green,In Progress,2023-04-04,,8.979867185457891
6136,929,Software Development,Sales,Verify Invoice,1,53,Alice Black,Completed,2023-05-30,2023-05-30 01:00:00,4.002627719802717
6137,35,Software Development,HR,Requirements Gathering,7,637,Alex Green,Pending,2023-08-29,,4.858596261488292
6138,960,Software Development,Marketing,Receive Invoice,17,697,Alice Doe,Completed,2023-06-22,2023-06-22 17:00:00,9.840322809783222
6139,524,Product Launch,Finance,Requirements Gathering,4,288,Bob Smith,Completed,2023-11-06,2023-11-06 04:00:00,0.4246428495036269
6140,812,Invoice Processing,Sales,Requirements Gathering,14,252,Charlie Smith,Pending,2023-10-11,,2.952540878820104
6141,718,Invoice Processing,Sales,Approve Invoice,3,294,Jane Doe,In Progress,2023-07-09,,0.8534526575363566
6142,50,Product Launch,IT,Launch Campaign,4,332,Alex Smith,In Progress,2023-09-30,,7.531798842712824
6143,889,Employee Recruitment,IT,Market Research,13,1170,Jane Doe,Completed,2023-07-27,2023-07-27 13:00:00,7.75283358543435
6144,471,Invoice Processing,Marketing,Testing,12,384,John Black,Completed,2023-01-10,2023-01-10 12:00:00,0.4542085875931501
6145,743,Customer Onboarding,Marketing,Testing,12,588,Jane Black,Completed,2023-11-24,2023-11-24 12:00:00,2.229157968574345
6146,892,Invoice Processing,IT,Launch Campaign,15,1290,Alex Green,Pending,2023-06-03,,3.392412538463065
6147,352,Product Launch,IT,Screen Candidates,12,780,Alice White,Completed,2023-01-12,2023-01-12 12:00:00,2.43033461890397
6148,132,Invoice Processing,Sales,Verify Invoice,17,1666,Alex Green,Pending,2023-09-17,,8.757538893668903
6149,1,Employee Recruitment,HR,Product Design,6,438,Charlie Doe,In Progress,2023-04-15,,2.925607978282218
6150,40,Employee Recruitment,HR,Collect Documents,4,40,Charlie Black,In Progress,2023-02-03,,7.662683142570645
6151,500,Employee Recruitment,Finance,Testing,3,117,Jane Brown,Pending,2023-07-13,,5.780161044951052
6152,516,Employee Recruitment,Sales,Verify Invoice,4,172,Bob White,In Progress,2023-05-11,,9.208101576681411
6153,279,Software Development,Marketing,Conduct Interviews,15,780,Bob White,Completed,2023-08-08,2023-08-08 15:00:00,1.9012536836243144
6154,706,Customer Onboarding,Marketing,Job Posting,10,940,John Black,Pending,2023-01-30,,0.1439156549558573
6155,213,Invoice Processing,HR,Screen Candidates,19,437,Jane Black,Completed,2023-07-26,2023-07-26 19:00:00,8.49683599402211
6156,75,Software Development,Sales,Initial Contact,4,324,Alice Brown,Completed,2023-03-26,2023-03-26 04:00:00,2.467467413587145
6157,220,Invoice Processing,Finance,Approve Invoice,14,308,John Doe,Completed,2023-10-06,2023-10-06 14:00:00,6.1768420448940216
6158,418,Customer Onboarding,IT,Screen Candidates,17,935,Charlie Brown,In Progress,2023-05-13,,8.253624657249599
6159,198,Invoice Processing,Marketing,Verify Invoice,10,180,Alice Brown,Completed,2023-01-19,2023-01-19 10:00:00,7.729113734542397
6160,404,Customer Onboarding,Finance,Market Research,2,192,Alice Doe,In Progress,2023-06-25,,3.5584244072360747
6161,807,Employee Recruitment,Marketing,Review Documents,3,138,Charlie Black,Completed,2023-08-03,2023-08-03 03:00:00,5.365415893573024
6162,500,Employee Recruitment,HR,Verify Invoice,4,136,Charlie Black,Completed,2023-07-12,2023-07-12 04:00:00,1.496788781174363
6163,802,Product Launch,IT,Receive Invoice,6,306,Alex Black,Completed,2023-01-12,2023-01-12 06:00:00,9.829220638467058
6164,945,Product Launch,IT,Conduct Interviews,6,108,Bob Green,Completed,2023-07-12,2023-07-12 06:00:00,6.679625170221507
6165,876,Product Launch,Marketing,Testing,13,1235,John Smith,In Progress,2023-01-27,,0.2328730501158216
6166,650,Product Launch,IT,Conduct Interviews,6,462,Jane Black,In Progress,2023-03-19,,6.788340849720585
6167,942,Software Development,IT,Launch Campaign,18,900,Alice Smith,In Progress,2023-09-01,,0.0943026516765432
6168,720,Product Launch,Sales,Testing,3,168,Alex Black,Pending,2023-07-15,,2.688577911948439
6169,236,Software Development,HR,Job Posting,4,280,Alex Black,Completed,2023-06-04,2023-06-04 04:00:00,8.9363466481035
6170,790,Invoice Processing,Finance,Collect Documents,11,891,Jane Black,Completed,2023-06-19,2023-06-19 11:00:00,3.0255841932463423
6171,684,Software Development,Finance,Requirements Gathering,9,126,Bob Green,Completed,2023-10-31,2023-10-31 09:00:00,1.8577524284164493
6172,555,Employee Recruitment,Marketing,Verify Invoice,3,198,Alex Black,Completed,2023-10-18,2023-10-18 03:00:00,3.671187352041176
6173,795,Employee Recruitment,Marketing,Approve Invoice,9,459,John Smith,Pending,2023-05-30,,3.681225097440143
6174,564,Product Launch,Marketing,Approve Invoice,10,540,Jane White,In Progress,2023-03-29,,6.947043287825655
6175,489,Invoice Processing,Marketing,Verify Invoice,5,140,Alice Green,Completed,2023-04-20,2023-04-20 05:00:00,2.2140712593237364
6176,627,Product Launch,Sales,Product Design,9,702,Alex Brown,Completed,2023-09-27,2023-09-27 09:00:00,6.504438205521942
6177,621,Employee Recruitment,HR,Conduct Interviews,3,219,Bob White,Pending,2023-12-27,,2.488401879646669
6178,939,Product Launch,Sales,Screen Candidates,17,1649,Jane Doe,In Progress,2023-11-11,,7.752911554612246
6179,738,Employee Recruitment,IT,Conduct Interviews,6,192,John Black,In Progress,2023-12-31,,9.740653497353067
6180,829,Product Launch,HR,Coding,10,570,John Doe,Pending,2023-04-15,,4.144276678264204
6181,787,Employee Recruitment,Sales,Receive Invoice,16,1408,Charlie Brown,Completed,2023-11-15,2023-11-15 16:00:00,4.140312352859113
6182,435,Employee Recruitment,HR,Initial Contact,16,1504,Charlie White,In Progress,2023-10-10,,3.544310462156393
6183,784,Employee Recruitment,IT,Initial Contact,16,1344,Jane White,In Progress,2023-11-10,,2.2208947752943686
6184,599,Software Development,IT,Verify Invoice,4,348,Alex Doe,In Progress,2023-11-29,,6.490685597841901
6185,614,Software Development,Marketing,Screen Candidates,6,288,Alex Smith,In Progress,2023-01-20,,9.031963525480103
6186,728,Customer Onboarding,HR,Review Documents,16,560,Alex Brown,Completed,2023-03-26,2023-03-26 16:00:00,6.011492883272283
6187,67,Product Launch,IT,Market Research,1,10,Charlie Green,In Progress,2023-07-15,,1.876490419180964
6188,240,Employee Recruitment,Marketing,Verify Invoice,13,260,Alice Doe,Pending,2023-10-09,,8.684705741689967
6189,686,Product Launch,HR,Review Documents,20,720,John Brown,In Progress,2023-01-04,,7.536493656098264
6190,258,Invoice Processing,HR,Collect Documents,3,33,Alex Doe,Pending,2023-08-19,,3.1296916755238837
6191,880,Customer Onboarding,Finance,Initial Contact,15,330,Alex Brown,In Progress,2023-06-27,,0.7935060939257121
6192,141,Customer Onboarding,Sales,Initial Contact,5,85,John Brown,Completed,2023-12-07,2023-12-07 05:00:00,0.6063478835038705
6193,989,Invoice Processing,HR,Job Posting,20,940,Alex Doe,Pending,2023-05-06,,3.4207651329922726
6194,565,Customer Onboarding,Sales,Coding,9,783,Jane Doe,In Progress,2023-12-12,,9.136185387356772
6195,374,Employee Recruitment,HR,Initial Contact,16,1136,Alice Smith,Pending,2023-11-25,,8.03762260937861
6196,629,Employee Recruitment,IT,Screen Candidates,14,546,Bob Doe,Pending,2023-02-21,,8.528784472305306
6197,623,Employee Recruitment,Finance,Coding,12,168,Alex White,In Progress,2023-01-09,,9.25157510193605
6198,511,Software Development,Sales,Product Design,18,1242,Bob Doe,In Progress,2023-11-03,,3.0095898360098685
6199,627,Customer Onboarding,Marketing,Product Design,2,112,Jane White,Pending,2023-06-08,,2.0039007545586496
6200,963,Software Development,IT,Collect Documents,1,46,Jane Smith,Completed,2023-12-23,2023-12-23 01:00:00,4.969371451870993
6201,549,Software Development,Finance,Market Research,17,1105,Bob Black,Completed,2023-10-31,2023-10-31 17:00:00,2.5582154816684897
6202,729,Invoice Processing,Sales,Job Posting,20,1860,Alex Doe,In Progress,2023-05-11,,4.4125827300672285
6203,276,Employee Recruitment,IT,Approve Invoice,19,342,Charlie Green,In Progress,2023-07-19,,1.5356809414206452
6204,35,Employee Recruitment,Marketing,Coding,20,1080,Charlie Doe,In Progress,2023-05-01,,6.976962308225665
6205,905,Product Launch,Sales,Coding,16,1360,Alex Black,Completed,2023-10-20,2023-10-20 16:00:00,6.89451569929269
6206,376,Invoice Processing,Marketing,Requirements Gathering,6,528,Alex Smith,Pending,2023-10-20,,4.362726839858871
6207,42,Software Development,Finance,Screen Candidates,8,416,Alice White,Pending,2023-06-22,,7.456135421758756
6208,880,Customer Onboarding,Marketing,Requirements Gathering,14,560,Alice Green,Pending,2023-10-26,,6.02705731813371
6209,994,Customer Onboarding,Sales,Collect Documents,14,1120,John Smith,Completed,2023-12-26,2023-12-26 14:00:00,8.078791592349068
6210,777,Software Development,HR,Verify Invoice,1,97,Jane Doe,In Progress,2023-05-30,,9.808628478341037
6211,245,Software Development,Finance,Screen Candidates,12,1200,John Brown,Pending,2023-03-02,,9.116474656223089
6212,750,Software Development,Sales,Approve Invoice,12,468,Alice Smith,Pending,2023-12-26,,3.23552047773799
6213,149,Software Development,Sales,Collect Documents,17,544,Bob Black,Pending,2023-07-17,,7.768571088166535
6214,777,Invoice Processing,Finance,Verify Invoice,13,1170,John Brown,Completed,2023-11-02,2023-11-02 13:00:00,2.3899718407231143
6215,164,Software Development,HR,Conduct Interviews,5,265,Charlie White,Completed,2023-03-14,2023-03-14 05:00:00,0.3946963836487915
6216,762,Product Launch,IT,Market Research,1,51,Bob Doe,Completed,2023-05-23,2023-05-23 01:00:00,0.9242289031913532
6217,795,Product Launch,Marketing,Job Posting,4,112,Bob Brown,Pending,2023-07-16,,9.770667709556488
6218,344,Invoice Processing,Finance,Screen Candidates,15,840,Charlie Smith,Pending,2023-09-10,,7.000594194263464
6219,463,Customer Onboarding,Finance,Collect Documents,5,295,John Smith,In Progress,2023-03-19,,3.410663179407112
6220,93,Software Development,Finance,Verify Invoice,12,540,Bob Green,In Progress,2023-08-06,,4.625327920823383
6221,198,Employee Recruitment,Finance,Testing,8,424,John Green,Pending,2023-02-19,,7.58832193358556
6222,695,Product Launch,Finance,Collect Documents,20,1700,Charlie Green,In Progress,2023-08-04,,0.7836889249410317
6223,562,Product Launch,Marketing,Conduct Interviews,18,1296,Charlie Doe,In Progress,2023-12-20,,6.005148181712892
6224,298,Employee Recruitment,HR,Screen Candidates,11,462,Charlie Green,Completed,2023-04-02,2023-04-02 11:00:00,4.891435126975656
6225,554,Software Development,IT,Verify Invoice,9,333,Charlie Black,In Progress,2023-07-15,,1.8132850751242569
6226,852,Software Development,HR,Approve Invoice,10,180,John Doe,Completed,2023-07-28,2023-07-28 10:00:00,1.328662040257489
6227,566,Customer Onboarding,HR,Initial Contact,6,522,Bob Doe,Completed,2023-05-01,2023-05-01 06:00:00,6.59810436954303
6228,418,Employee Recruitment,Marketing,Job Posting,18,1278,Charlie White,Completed,2023-02-26,2023-02-26 18:00:00,3.2858389675793
6229,252,Customer Onboarding,IT,Review Documents,12,252,Jane Doe,In Progress,2023-11-20,,8.581705869411895
6230,773,Software Development,IT,Initial Contact,12,1116,John Doe,In Progress,2023-11-08,,1.8179197894258792
6231,926,Employee Recruitment,Finance,Approve Invoice,20,1440,Charlie White,Pending,2023-01-31,,4.805890242965609
6232,242,Invoice Processing,Sales,Collect Documents,7,385,Charlie Doe,In Progress,2023-05-30,,8.521795525956218
6233,495,Product Launch,HR,Coding,10,660,Alice Black,In Progress,2023-12-01,,6.941077777639858
6234,491,Product Launch,Finance,Screen Candidates,6,264,Alex Green,In Progress,2023-06-09,,2.530716537008779
6235,636,Product Launch,Marketing,Product Design,7,413,Jane Black,Completed,2023-06-25,2023-06-25 07:00:00,8.33700663591166
6236,807,Customer Onboarding,Marketing,Screen Candidates,12,1140,Bob White,Completed,2023-11-16,2023-11-16 12:00:00,9.609759629078289
6237,943,Software Development,HR,Verify Invoice,6,138,Alice White,Completed,2023-03-17,2023-03-17 06:00:00,7.01917515242
6238,162,Product Launch,Marketing,Conduct Interviews,14,476,Alex Doe,In Progress,2023-11-12,,0.6651053875346402
6239,16,Employee Recruitment,HR,Market Research,12,192,Charlie Green,In Progress,2023-11-16,,6.398128370062882
6240,660,Customer Onboarding,Finance,Screen Candidates,1,73,Alice Smith,Pending,2023-12-22,,7.362140727232856
6241,134,Customer Onboarding,Finance,Launch Campaign,16,1360,Alice Smith,Pending,2023-04-02,,5.365633204896465
6242,190,Software Development,Sales,Conduct Interviews,14,266,John White,In Progress,2023-11-28,,8.886548398034165
6243,240,Invoice Processing,Marketing,Approve Invoice,9,396,Jane White,Pending,2023-04-02,,4.46129316826554
6244,575,Employee Recruitment,Marketing,Verify Invoice,11,858,Jane Green,In Progress,2023-09-22,,2.396780327749357
6245,708,Product Launch,IT,Launch Campaign,18,288,John Brown,Pending,2023-10-26,,8.795480828385983
6246,122,Customer Onboarding,IT,Market Research,17,1088,Alice Smith,In Progress,2023-04-17,,8.331600146391441
6247,209,Software Development,HR,Conduct Interviews,5,375,Bob Smith,Completed,2023-01-14,2023-01-14 05:00:00,9.574522873403588
6248,723,Product Launch,IT,Product Design,5,445,John Brown,Pending,2023-09-04,,5.617087327499847
6249,894,Invoice Processing,Marketing,Launch Campaign,18,954,Jane Smith,In Progress,2023-08-27,,6.901559787753203
6250,666,Employee Recruitment,IT,Launch Campaign,15,345,Jane Brown,Completed,2023-04-29,2023-04-29 15:00:00,2.142062976103773
6251,867,Product Launch,HR,Job Posting,1,28,Alice White,Completed,2023-04-29,2023-04-29 01:00:00,5.086299644745064
6252,83,Customer Onboarding,Finance,Job Posting,15,1125,John Black,Pending,2023-05-15,,3.8038351626930167
6253,605,Invoice Processing,HR,Collect Documents,17,952,Bob Brown,In Progress,2023-06-02,,0.8123072473689386
6254,283,Customer Onboarding,Marketing,Initial Contact,1,17,Bob Doe,Pending,2023-02-09,,3.0248598807173286
6255,781,Invoice Processing,Marketing,Coding,15,360,Bob Black,In Progress,2023-11-04,,2.83279840265405
6256,505,Software Development,HR,Conduct Interviews,10,890,Alice Brown,Completed,2023-06-24,2023-06-24 10:00:00,0.9875274164809578
6257,186,Software Development,IT,Review Documents,6,504,Bob Black,In Progress,2023-04-30,,7.504902532415276
6258,958,Customer Onboarding,Sales,Conduct Interviews,14,602,John Black,Pending,2023-10-06,,3.689233030199997
6259,505,Product Launch,IT,Collect Documents,10,920,Jane White,In Progress,2023-08-18,,9.829407236612454
6260,618,Employee Recruitment,HR,Review Documents,5,450,John White,Completed,2023-05-14,2023-05-14 05:00:00,7.259959884102303
6261,722,Customer Onboarding,HR,Receive Invoice,9,414,Alex White,In Progress,2023-05-02,,0.7219391051213597
6262,427,Product Launch,Sales,Product Design,10,190,Jane Green,Completed,2023-06-30,2023-06-30 10:00:00,0.7099633401994487
6263,869,Customer Onboarding,HR,Verify Invoice,14,168,Jane Black,Completed,2023-01-08,2023-01-08 14:00:00,2.3189985325575933
6264,814,Employee Recruitment,Finance,Initial Contact,7,182,Charlie White,Completed,2023-12-30,2023-12-30 07:00:00,8.256489269060042
6265,767,Software Development,Finance,Receive Invoice,9,135,Charlie Green,Pending,2023-03-10,,6.043387495193403
6266,284,Customer Onboarding,IT,Approve Invoice,8,432,Alice Smith,In Progress,2023-02-20,,8.991249072660366
6267,447,Invoice Processing,HR,Product Design,4,224,Charlie White,In Progress,2023-08-06,,3.317691486021124
6268,382,Invoice Processing,Marketing,Coding,13,494,John Green,In Progress,2023-05-13,,2.82223708173012
